"22","1000020","川崎港町ﾌﾟﾗｻﾞ","","14","14131","神奈川県","川崎市川崎区","","","神奈川県川崎市川崎区港町62-1","神奈川県川崎市川崎区港町62-1","","","","","","3","157","","","","","","n","2010-05-14 19:38:27","system  ","2010-05-14 19:38:27","system  ","a"
"23","1000021","門真ﾗｲﾌ","","27","27223","大阪府","門真市","","","大阪府門真市上島頭513-2","大阪府門真市上島頭513-2","","","","","","3","420","","","","","","n","2010-05-14 19:38:27","system  ","2010-05-14 19:38:27","system  ","a"
"24","1000022","札幌ｱﾋﾟｱ","       ","01","01101","北海道","札幌市中央区","","","北海道札幌市中央区","","011-241-2817","JR、地下鉄南北線･東豊線","札幌駅","10:00～21:00","不定休","4","732","12","1","","","","n","2010-05-14 19:38:27","system  ","2011-02-28 16:12:11","13000453","c"
"25","1000023","東武志木駅構内","       ","11","11230","埼玉県","新座市","","","埼玉県新座市","","","東武東上線","志木駅","10:00～20:00","不定休","6","277","33","45","","","","n","2010-05-14 19:38:27","system  ","2011-11-01 11:16:30","13000453","c"
"26","1000024","舞浜ｲｸｽﾋﾟｱﾘ","       ","12","12227","千葉県","浦安市","","","千葉県浦安市","","","JR京葉線・武蔵野線","舞浜駅","10:00～22:00","年中無休","3","1094","11","24","1","","","n","2010-05-14 19:38:27","system  ","2011-08-26 18:51:42","13000453","c"
"27","1000025","長崎ﾍﾞｲｻｲﾄﾞﾓｰﾙ","","42","42201","長崎県","長崎市","","","長崎市元船町14番49外","長崎市元船町14番49外","","","","","","3","685","","","","","","n","2010-05-14 19:38:27","system  ","2010-05-14 19:38:27","system  ","a"
"28","1000026","鹿児島ﾀｶﾌﾟﾗ","","46","46201","鹿児島県","鹿児島市","","","鹿児島県鹿児島市千日町1-12","鹿児島県鹿児島市千日町1-12","","ﾊﾞｽ","天文館","(日～金)10:00～20：00(土)～20：30","不定休","2","687","23","122","","","","n","2010-05-14 19:38:27","system  ","2010-06-18 18:38:54","system  ","a"
"29","1000027","ﾌｧｯｼｮﾝﾓｰﾙ ｳﾞｨｵ","","18","18205","福井県","大野市","","","福井県大野市鍬掛17-1","福井県大野市鍬掛17-1","","","","","","3","688","","","","","","n","2010-05-14 19:38:27","system  ","2010-05-14 19:38:27","system  ","a"
"30","1000028","心斎橋筋ｴｰｺｰ本社ﾋﾞﾙ","","27","27128","大阪府","大阪市中央区","","","大阪市中央区心斎橋筋1丁目６番７号","大阪市中央区心斎橋筋1丁目６番７号","","地下鉄御堂筋線","心斎橋駅","（平日）11:00～20:30（日祝）11:00～20:00","","5","899","0","82","","","","n","2010-05-14 19:38:27","system  ","2010-06-18 18:38:54","system  ","a"
"31","1000029","志木丸井","","11","11228","埼玉県","志木市","","","埼玉県志木市本町5‐26‐1","埼玉県志木市本町5‐26‐1","","東武東上線","志木駅","10:30～20:00","","1","31","43","45","","","","n","2010-05-14 19:38:27","system  ","2010-06-18 18:38:54","system  ","a"
"32","1000030","港北都筑阪急ﾓｻﾞｲｸﾓｰﾙ","       ","14","14118","神奈川県","横浜市都筑区","","","神奈川県横浜市都筑区","","","横浜市営地下鉄線","ｾﾝﾀｰ南駅","11:00～21:00","不定休","3","361","22","60","2","","","n","2010-05-14 19:38:27","system  ","2011-06-17 15:05:51","13001861","c"
"33","1000031","渋谷ﾏｰｸｼﾃｨ","","13","13113","東京都","渋谷区","","","東京都渋谷区道玄坂1-12-3","東京都渋谷区道玄坂1-12-3","","JR･地下鉄(半蔵門線等)･京王線･東急線","渋谷駅","10:00～21:00","不定休","6","958","22","29","","","","n","2010-05-14 19:38:27","system  ","2010-06-18 18:38:54","system  ","a"
"34","1000032","原宿ﾌｫﾚｯﾄ","       ","13","13113","東京都","渋谷区","","","東京都渋谷区","","","未","明治神宮前駅","11:00～21:00","","2","231","33","30","","","","n","2010-05-14 19:38:27","system  ","2011-06-17 18:22:31","13000453","c"
"35","1000033","ｲｵﾝﾓｰﾙ東浦","","23","23442","愛知県","東浦町","","","知多郡東浦町大字緒川字申新田二区67-8","知多郡東浦町大字緒川字申新田二区67-8","","JR武豊線","緒川駅","10:00～22:00","不定休","3","716","12","76","2","","","n","2010-05-14 19:38:27","system  ","2010-06-18 18:38:54","system  ","a"
"36","1000034","長崎夢彩都","       ","42","42201","長崎県","長崎市","","","長崎県長崎市","","","","","","","3","173","","117","1","","","n","2010-05-14 19:38:27","system  ","2012-10-11 10:31:48","13001299","c"
"37","1000035","ﾌｪｱﾓｰﾙ福井SC","","18","18201","福井県","福井市","","","福井県福井市大和田町","福井県福井市大和田町","","","","","","3","900","","","","","","n","2010-05-14 19:38:27","system  ","2010-05-14 19:38:27","system  ","a"
"38","1000036","砺波ｱﾋﾟﾀ","","16","16208","富山県","砺波市","","","砺波市太郎丸4789","砺波市太郎丸4789","","","","","","3","166","","","","","","n","2010-05-14 19:38:27","system  ","2010-05-14 19:38:27","system  ","a"
"39","1000037","田富ｱﾋﾟﾀ","","19","19214","山梨県","中央市","","","山梨県中央市山之神1383-9","山梨県中央市山之神1383-9","","JR身延線","東花輪","10：00～21：00","不定休","3","166","","37","1","","","n","2010-05-14 19:38:27","system  ","2010-06-18 18:38:54","system  ","a"
"40","1000038","北上さくら野百貨店","       ","03","03206","岩手県","北上市","","","岩手県北上市","","","","","","","1","1092","","6","","","","n","2010-05-14 19:38:27","system  ","2011-06-17 18:18:02","13000453","c"
"41","1000039","神戸ﾏﾘﾝﾋﾟｱⅡ","","28","28108","兵庫県","神戸市垂水区","","","神戸市垂水区海岸通2169","神戸市垂水区海岸通2169","","JR","垂水駅","10:00～20:00","年中無休","3","673","0","97","1","","","n","2010-05-14 19:38:27","system  ","2010-06-18 18:38:54","system  ","a"
"42","1000040","山崎ｻｷﾗﾝﾄﾞ","","28","28227","兵庫県","宍粟市","","","宍粟郡山崎町中井字7-4","宍粟郡山崎町中井字7-4","","","","","","3","900","","","","","","n","2010-05-14 19:38:27","system  ","2010-05-14 19:38:27","system  ","a"
"43","1000041","広島駅前ｴｰﾙｴｰﾙ","       ","34","34103","広島県","広島市南区","松原町９－１","","広島県広島市南区松原町9-1","","","","","","","3","703","","100","1","","","n","2010-05-14 19:38:27","system  ","2012-12-07 12:39:41","01092396","c"
"44","1000042","安芸ｻﾝﾓｰﾙ","","39","39203","高知県","安芸市","","","安芸市久世町9-20","安芸市久世町9-20","","","","","","3","443","","","","","","n","2010-05-14 19:38:27","system  ","2010-05-14 19:38:27","system  ","a"
"45","1000043","福岡ﾋﾞﾙ","","40","40133","福岡県","福岡市中央区","","","福岡市中央区天神1-11-17","福岡市中央区天神1-11-17","","","","","","2","900","","","","","","n","2010-05-14 19:38:27","system  ","2010-05-14 19:38:27","system  ","a"
"46","1000044","川西ｱｽﾃ","","28","28217","兵庫県","川西市","","","川西市栄町25-1","川西市栄町25-1","","","","","","3","900","","","","","","n","2010-05-14 19:38:27","system  ","2010-05-14 19:38:27","system  ","a"
"47","1000045","西大宮ﾌｧｯｼｮﾝﾓｰﾙ","       ","11","11101","埼玉県","さいたま市西区","","","埼玉県さいたま市西区","","","JR・東武野田線・大宮新都市交通","大宮駅","10:00～20:00","不定休","3","1006","0","43","3","","","n","2010-05-14 19:38:27","system  ","2014-09-10 15:38:29","13001861","c"
"48","1000046","福岡ﾏﾘﾉｱｼﾃｨ(北棟)","       ","40","40135","福岡県","福岡市西区","","","福岡県福岡市西区","","","地下鉄→ｼｬﾄﾙﾊﾞｽ・西鉄ﾊﾞｽ・昭和ﾊﾞｽ","姪浜駅・名柄団地駅","10:00～21:00","不定休","3","1035","0","113","1","","","n","2010-05-14 19:38:27","system  ","2012-05-30 16:41:10","01092396","c"
"49","1000047","御殿場ﾌﾟﾚﾐｱﾑｱｳﾄﾚｯﾄ","","22","22215","静岡県","御殿場市","","","御殿場市深沢1312","御殿場市深沢1312","","JR御殿場線","御殿場駅","（冬期）10:00～19:00（夏期）～21:00","不定休","3","696","0","73","1","","","n","2010-05-14 19:38:27","system  ","2010-06-18 18:38:54","system  ","a"
"50","1000048","幕張ｱｳﾄﾚｯﾄﾊﾟｰｸ","       ","12","12106","千葉県","千葉市美浜区","","","千葉県千葉市美浜区","","","JR（京葉線・武蔵野線）京成ﾊﾞｽ","海浜幕張駅","10:00～20:00","不定休","3","673","0","23","1","","","n","2010-05-14 19:38:27","system  ","2011-08-05 11:02:33","13001299","c"
"51","1000049","さいたまｱﾘｰﾅ","","11","11105","埼玉県","さいたま市中央区","","","さいたま市上落合2-40","さいたま市上落合2-40","","JR京浜東北線・宇都宮線・高崎線","さいたま新都心駅","10:00～20:00","年中無休","4","697","33","44","","","","n","2010-05-14 19:38:27","system  ","2010-06-18 18:38:54","system  ","a"
"52","1000050","多摩南大沢ｱｳﾄﾚｯﾄﾊﾟｰｸ","       ","13","13201","東京都","八王子市","","","東京都八王子市","","","京王相模原線","南大沢線","10:00～20:00","不定休","3","673","0","36","1","","","n","2010-05-14 19:38:27","system  ","2011-08-05 11:03:33","13001299","c"
"53","1000051","福岡ﾄﾘｱｽ久山","","40","40348","福岡県","久山町","","","粕屋郡久山町大字山田1111","粕屋郡久山町大字山田1111","","JR→ﾊﾞｽ","土井三ｯ角駅","10:00～21:00","不定休","3","698","31","113","2","","","n","2010-05-14 19:38:27","system  ","2010-06-18 18:38:54","system  ","a"
"54","1000052","台場DECKSⅡ","","13","13103","東京都","港区","","","東京都港区台場1‐6‐1","東京都港区台場1‐6‐1","","JR→ﾊﾞｽ","お台場海浜公園駅","11:00～21:00","","3","256","32","16","","","","n","2010-05-14 19:38:27","system  ","2010-06-18 18:38:54","system  ","a"
"55","1000053","小田原西武","       ","14","14206","神奈川県","小田原市","","","神奈川県小田原市","","","JR東海道線","鴨宮駅","10:00～20:00","不定休（水）","1","1072","33","64","","","","n","2010-05-14 19:38:27","system  ","2013-03-01 17:27:59","13001299","c"
"56","1000054","りんくうﾀｳﾝﾌﾟﾚﾐｱﾑｱｳﾄﾚｯﾄ","       ","27","27213","大阪府","泉佐野市","","","大阪府泉佐野市","","","JR阪和線・南海本線","リンクウタウン","10:00～20:00","不定休","3","696","0","86","1","","","n","2010-05-14 19:38:27","system  ","2012-06-18 09:54:36","13001861","c"
"57","1000055","ﾕﾆﾊﾞｰｻﾙｽﾀｼﾞｵ ﾊﾘｳｯﾄﾞｹﾞｰﾄ","       ","27","27104","大阪府","大阪市此花区","","","大阪府大阪市此花区","","","JR","ユニバーサルシティ","10:00～22:00","不定休","3","256","33","85","3","","","n","2010-05-14 19:38:27","system  ","2011-11-02 10:41:28","13000453","c"
"58","1000056","東急二子玉川ﾗｲｽﾞ","       ","13","13112","東京都","世田谷区","","","東京都世田谷区","","","東急田園都市線","二子玉川駅","10:00～22:00","不定休","6","276","33","55","","","","n","2010-05-14 19:38:27","system  ","2010-06-29 11:24:01","01092396","c"
"59","1000057","ｲｵﾝ北見","","01","01208","北海道","北見市","","","北見市北進町30-1","北見市北進町30-1","","","","","","3","1004","","4","1","","","n","2010-05-14 19:38:27","system  ","2011-03-14 18:10:33","system  ","c"
"60","1000058","近江八幡ﾏｲｶﾙﾀｳﾝ","","25","25204","滋賀県","近江八幡市","","","近江八幡市鷹飼町160-1","近江八幡市鷹飼町160-1","","","","","","3","161","","","","","","n","2010-05-14 19:38:27","system  ","2011-06-28 16:32:09","system  ","c"
"61","1000059","広島ｼｬﾚｵ(地下街)","","34","34101","広島県","広島市中区","","","広島県広島市中区紙屋町2丁目地下街","広島県広島市中区紙屋町2丁目地下街","","広島電鉄","紙屋町駅・本通駅","11:00～21:00","不定休","4","360","23","100","","","","n","2010-05-14 19:38:27","system  ","2010-06-18 18:38:54","system  ","a"
"62","1000060","ｲｵﾝﾓｰﾙ岡崎","","23","23202","愛知県","岡崎市","","","岡崎市戸崎町字外山38-5","岡崎市戸崎町字外山38-5","","名鉄名古屋本線","東岡崎駅","10:00～22:00","不定休","3","716","11","77","2","","","n","2010-05-14 19:38:27","system  ","2010-06-18 18:38:54","system  ","a"
"63","1000061","下田とうきゅう","","22","22219","静岡県","下田市","","","下田市東本郷1-2-1","下田市東本郷1-2-1","","","","","","3","25","","","","","","n","2010-05-14 19:38:27","system  ","2010-05-14 19:38:27","system  ","a"
"64","1000062","水戸ﾘｳﾞｨﾝ","","08","08201","茨城県","水戸市","","","水戸市三の丸1-1-12","水戸市三の丸1-1-12","","JR常盤線","水戸駅","10:00～21:00","年中無休","3","11","33","19","1","","","n","2010-05-14 19:38:27","system  ","2010-06-18 18:38:54","system  ","a"
"65","1000063","ｲｵﾝﾓｰﾙ川口前川","       ","11","11203","埼玉県","川口市","","","埼玉県川口市","","","ＪＲ京浜東北線","蕨駅","10:00～22:00","不定休","3","716","","47","2","","","n","2010-05-14 19:38:27","system  ","2011-10-20 14:15:47","13001299","c"
"66","1000064","ｲｵﾝ茅ヶ崎中央","","14","14207","神奈川県","茅ヶ崎市","","","茅ヶ崎市茅ヶ崎町3-3000-1","茅ヶ崎市茅ヶ崎町3-3000-1","","JR","茅ヶ崎駅","","","3","161","12","63","","","","n","2010-05-14 19:38:27","system  ","2011-03-14 18:10:33","system  ","c"
"67","1000065","松本ｱｲｼﾃｨ21","","20","20450","長野県","山形村","","","東筑摩郡山形村字北野尻7977外","東筑摩郡山形村字北野尻7977外","","","","","","3","73","","38","1","","","n","2010-05-14 19:38:27","system  ","2010-06-18 18:38:54","system  ","a"
"68","1000066","貢川ｵｷﾞﾉSC","","19","19201","山梨県","甲府市","","","甲府市徳行1-2-18","甲府市徳行1-2-18","","","","","","3","411","","","","","","n","2010-05-14 19:38:27","system  ","2010-05-14 19:38:27","system  ","a"
"69","1000067","ｶﾗﾌﾙﾀｳﾝ岐阜","","21","21201","岐阜県","岐阜市","","","岐阜市柳津町丸尾3-3-6","岐阜市柳津町丸尾3-3-6","","名鉄(柳津線)","柳津","10：00～21：00","年中無休","3","719","","70","2","","","n","2010-05-14 19:38:27","system  ","2010-06-18 18:38:54","system  ","a"
"70","1000068","ﾏﾙﾐﾋﾞﾙ","","43","43385","熊本県","植木町","","","鹿本郡植木町舞尾441","鹿本郡植木町舞尾441","","","","","","3","900","","","","","","n","2010-05-14 19:38:27","system  ","2010-05-14 19:38:27","system  ","a"
"71","1000069","ｲｵﾝﾓｰﾙ倉敷","","33","33202","岡山県","倉敷市","","","倉敷市水江1","倉敷市水江1","","","","","","3","716","","101","2","","","n","2010-05-14 19:38:27","system  ","2010-06-18 18:38:54","system  ","a"
"72","1000070","津山ｱﾙﾈ","","33","33203","岡山県","津山市","","","津山市新魚町17-1","津山市新魚町17-1","","","","","","3","900","","","","","","n","2010-05-14 19:38:27","system  ","2010-05-14 19:38:27","system  ","a"
"73","1000071","長沼ﾜﾝｽﾞﾓｰﾙ","       ","12","12103","千葉県","千葉市稲毛区","","","千葉県千葉市稲毛区","","","","","","","3","1005","","23","1","","","n","2010-05-14 19:38:27","system  ","2013-09-13 11:52:20","01092396","c"
"74","1000072","洛北ｶﾅｰﾄ","","26","26103","京都府","京都市左京区","","","京都市左京区高野西開町36","京都市左京区高野西開町36","","叡山電鉄本線","茶山駅","10:00～21:00","不定休","3","168","32","94","1","","","n","2010-05-14 19:38:27","system  ","2010-06-18 18:38:54","system  ","a"
"75","1000073","原山台ｸﾛｽﾓｰﾙ","","27","27201","大阪府","堺市","","","堺市原山台5-9-5","堺市原山台5-9-5","","","","","","3","900","","","","","","n","2010-05-14 19:38:27","system  ","2010-05-14 19:38:27","system  ","a"
"76","1000074","ｱﾒﾘｶ村 BEE ZIP","","27","27128","大阪府","大阪市中央区","","","大阪市中央区心斎橋2-1-25","大阪市中央区心斎橋2-1-25","","","","","","5","899","0","82","","","","n","2010-05-14 19:38:27","system  ","2010-06-18 18:38:54","system  ","a"
"77","1000075","関ﾕﾆｰｼｮｯﾋﾟﾝｸﾞｾﾝﾀｰ","","21","21205","岐阜県","関市","","","関市片倉町1-3","関市片倉町1-3","","","","","","3","166","","","","","","n","2010-05-14 19:38:27","system  ","2010-05-14 19:38:27","system  ","a"
"78","1000076","高梁ﾎﾟﾙｶ","","33","33209","岡山県","高梁市","","","高梁市中原町1085-1","高梁市中原町1085-1","","","","","","3","900","","","","","","n","2010-05-14 19:38:27","system  ","2010-05-14 19:38:27","system  ","a"
"79","1000077","ｲｵﾝ熊谷","","11","11202","埼玉県","熊谷市","","","熊谷市本石2-135","熊谷市本石2-135","","","","","","3","161","","46","1","","","n","2010-05-14 19:38:27","system  ","2011-03-14 18:10:33","system  ","c"
"80","1000078","広島ｱｯｾ(広島ｽﾃｰｼｮﾝﾋﾞﾙ)","       ","34","34103","広島県","広島市南区","","","広島県広島市南区","","","JR山陽本線","広島駅","10：00～20：00","不定休","6","1058","","100","","","","n","2010-05-14 19:38:27","system  ","2011-02-28 16:38:21","13000453","c"
"81","1000079","町田丸井Bee","","13","13209","東京都","町田市","","","町田市原町田6-2-6","町田市原町田6-2-6","","JR横浜線・小田急電鉄小田急線","町田駅","10:30～20:00","水曜日","1","31","42","54","","","","n","2010-05-14 19:38:27","system  ","2010-06-18 18:38:54","system  ","a"
"82","1000080","名古屋ｵﾍﾟｰｸ","","23","23106","愛知県","名古屋市中区","","","名古屋中区栄3-15-36","名古屋中区栄3-15-36","","地下鉄(名城線･東山線)･名鉄瀬戸線","栄駅","11:00～20:30","年中無休","5","899","0","66","","","","n","2010-05-14 19:38:27","system  ","2010-06-18 18:38:54","system  ","a"
"83","1000081","梅田ｷﾞｬﾚ大阪","5300001","27","27127","大阪府","大阪市北区","梅田３－１－１","","大阪府大阪市北区梅田3-1-1","","","JR","大阪駅","(日～水)11:00～20:30(木～土)～21:00","不定休","4","686","12","81","","","","n","2010-05-14 19:38:27","system  ","2012-10-04 10:09:00","13001861","c"
"84","1000082","JR三宮駅","","28","28110","兵庫県","神戸市中央区","","","神戸市中央区布引町4丁目","神戸市中央区布引町4丁目","","JR・阪急・阪神・市営地下鉄","三宮駅","10:00～21:00","年中無休","6","469","33","91","","","","n","2010-05-14 19:38:27","system  ","2010-06-18 18:38:54","system  ","a"
"85","1000083","加古川ﾔﾏﾄﾔｼｷ","","28","28210","兵庫県","加古川市","","","加古川市加古川町篠原町字三ﾂ升21-8","加古川市加古川町篠原町字三ﾂ升21-8","","JR","加古川","10：00-19：00","不定休","1","126","","97","","","","n","2010-05-14 19:38:27","system  ","2010-06-18 18:38:54","system  ","a"
"86","1000084","ｲｵﾝﾓｰﾙ宇城","       ","43","43213","熊本県","宇城市","","","熊本県宇城市","","","JR鹿児島本線","小川駅","10:00～20:00","不定休","3","716","12","119","2","","","n","2010-05-14 19:38:27","system  ","2011-10-20 14:21:16","13001299","c"
"87","1000085","名鉄ﾗﾝﾌﾞﾘﾝｸﾞ･ｴﾌ","","23","23115","愛知県","名古屋市名東区","","","名古屋市名東区藤ｹ丘170-2","名古屋市名東区藤ｹ丘170-2","","","","","","3","94","","","","","","n","2010-05-14 19:38:27","system  ","2010-05-14 19:38:27","system  ","a"
"88","1000086","八ヶ岳ﾘｿﾞｰﾄｱｳﾄﾚｯﾄ","","19","19407","山梨県","小淵沢町","","","北巨摩郡小淵沢町字出口","北巨摩郡小淵沢町字出口","","JR","小淵沢駅","10:00～20:00","不定休","3","704","0","37","","","","n","2010-05-14 19:38:27","system  ","2010-06-18 18:38:54","system  ","a"
"89","1000087","神戸ﾊｰﾊﾞｰﾗﾝﾄﾞ ｷｬﾅﾙｶﾞｰﾃﾞﾝ","","28","28110","兵庫県","神戸市中央区","","","神戸市中央区東川崎町1-7-4","神戸市中央区東川崎町1-7-4","","","","","","3","381","","","","","","n","2010-05-14 19:38:27","system  ","2010-05-14 19:38:27","system  ","a"
"90","1000088","ｲｵﾝﾓｰﾙ大和","       ","14","14213","神奈川県","大和市","","","神奈川県大和市","","","JR横浜線・小田急線","鶴間駅","（平日）9:00～20:00（土日）10:00～22:00","年中無休","3","716","11","57","2","","","n","2010-05-14 19:38:27","system  ","2010-10-28 12:32:12","13000453","c"
"91","1000089","橋本ﾐｳｨ","       ","14","14151","神奈川県","神奈川相模原市緑区","","","神奈川県神奈川相模原市緑区","","","JR京王線","橋本駅","10:00～21:00","不定休","6","256","33","54","","","","n","2010-05-14 19:38:27","system  ","2011-11-02 10:42:12","13000453","c"
"92","1000090","新居浜いよてつ百貨店","","38","38205","愛媛県","新居浜市","","","新居浜市繁本町4-7","新居浜市繁本町4-7","","","","","","1","705","","","","","","n","2010-05-14 19:38:27","system  ","2010-05-14 19:38:27","system  ","a"
"93","1000091","ｷﾗﾘﾅ京王吉祥寺","       ","13","13203","東京都","武蔵野市","","","東京都武蔵野市","","","JR中央線・京王井の頭線","吉祥寺駅","10:00～21:00","不定休","6","253","23","34","","","","n","2010-05-14 19:38:27","system  ","2013-11-28 15:33:32","13001299","c"
"94","1000092","岡崎西武","       ","23","23202","愛知県","岡崎市","","","愛知県岡崎市","","","JR岡崎→バス","岡崎駅","10:00～19:00","不定休","1","1072","13","77","","","","n","2010-05-14 19:38:27","system  ","2011-04-26 10:56:13","13001299","c"
"95","1000093","豊田松坂屋","       ","23","23211","愛知県","豊田市","","","愛知県豊田市","","","地下鉄舞鶴線経由名鉄豊田線","豊田市駅","10:00～19:00","不定休","1","1088","23","77","","","","n","2010-05-14 19:38:27","system  ","2011-06-17 11:36:35","13001299","c"
"96","1000094","高松天満屋","","37","37201","香川県","高松市","","","香川県高松市常磐町1-3-1","香川県高松市常磐町1-3-1","","琴平電鉄","琴平電鉄瓦町駅","10:00～19:30","不定休","1","79","","107","","","","n","2010-05-14 19:38:27","system  ","2010-06-18 18:38:54","system  ","a"
"97","1000095","桔梗が丘近鉄百貨店","","24","24208","三重県","名張市","","","三重県名張市桔梗が丘1番1街区2番1","三重県名張市桔梗が丘1番1街区2番1","","","","","","1","44","","","","","","n","2010-05-14 19:38:27","system  ","2010-05-14 19:38:27","system  ","a"
"98","1000096","ASPIA明石","","28","28203","兵庫県","明石市","","","明石市東仲ノ町","明石市東仲ノ町","","JR・山陽","明石駅","10:00～20:00","第3水曜日","3","709","0","97","","","","n","2010-05-14 19:38:27","system  ","2010-06-18 18:38:54","system  ","a"
